,predictions_resnet,images
0,0.44471630454063416,P_404.png
1,0.5122886896133423,P_428.png
2,0.45717817544937134,P_507.png
3,0.6184586882591248,P_508.png
4,0.6399440169334412,P_526.png
5,0.46881023049354553,P_512.png
6,0.5038846731185913,P_520.png
7,0.49610477685928345,P_503.png
8,0.49027004837989807,P_501.png
9,0.4497990310192108,P_516.png
10,0.4810120165348053,P_549.png
11,0.44413629174232483,P_434.png
12,0.48330822587013245,P_633.png
13,0.5043966770172119,P_657.png
14,0.4524092674255371,P_672.png
15,0.4522719979286194,P_635.png
16,0.537372350692749,P_632.png
17,0.45650240778923035,P_667.png
18,0.45341283082962036,P_612.png
19,0.47118985652923584,P_606.png
20,0.5166695713996887,P_603.png
21,0.4905051290988922,P_613.png
22,0.4584294557571411,P_607.png
23,0.37873393297195435,P_620.png
24,0.5039101839065552,P_608.png
25,0.4804583191871643,P_594.png
26,0.51246577501297,P_588.png
27,0.5367518663406372,P_598.png
28,0.5232014656066895,P_591.png
29,0.5158935785293579,P_571.png
30,0.47320353984832764,P_573.png
31,0.4568537175655365,P_617.png
32,0.46953898668289185,P_615.png
33,0.44370171427726746,P_638.png
34,0.5170356631278992,P_577.png
35,0.5364985466003418,P_582.png
36,0.4248014986515045,P_586.png
37,0.4897296726703644,P_581.png
38,0.5127277970314026,P_593.png
39,0.4231201708316803,P_713.png
40,0.5155717730522156,P_725.png
41,0.45577695965766907,P_701.png
42,0.448766827583313,P_710.png
43,0.478531152009964,P_711.png
44,0.4498249888420105,P_697.png
45,0.4401702880859375,P_740.png
46,0.4606148898601532,P_702.png
47,0.5163140296936035,P_704.png
48,0.5055078864097595,P_715.png
49,0.44228649139404297,P_769.png
50,0.5246416926383972,P_782.png
51,0.510010838508606,P_757.png
52,0.492265522480011,P_750.png
53,0.5138810276985168,P_767.png
54,0.5192016959190369,P_806.png
55,0.4830278158187866,P_778.png
56,0.5134206414222717,P_788.png
57,0.5169148445129395,P_772.png
58,0.4765167832374573,P_804.png
59,0.4200219213962555,P_774.png
60,0.577225923538208,P_794.png
61,0.5444514751434326,P_766.png
62,0.47291111946105957,P_746.png
63,0.43733152747154236,P_751.png
64,0.5200282335281372,P_780.png
65,0.43161672353744507,P_776.png
66,0.4749262034893036,P_760.png
67,0.4963074326515198,P_773.png
68,0.5289013981819153,P_797.png
69,0.513909101486206,P_781.png
70,0.436468243598938,P_779.png
71,0.5055732727050781,P_818.png
72,0.4894867241382599,P_815.png
73,0.44397756457328796,P_789.png
74,0.47411200404167175,P_723.png
75,0.4642958641052246,P_718.png
76,0.49581295251846313,P_734.png
77,0.4460396468639374,P_712.png
78,0.4898326098918915,P_733.png
79,0.4754023253917694,P_727.png
80,0.4949263632297516,P_748.png
81,0.4309699535369873,P_759.png
82,0.4708705544471741,P_744.png
83,0.4914655387401581,P_714.png
84,0.49996811151504517,P_726.png
85,0.4784664213657379,P_717.png
86,0.4525032639503479,P_720.png
87,0.47803178429603577,P_708.png
88,0.46641474962234497,P_728.png
89,0.4703015089035034,P_737.png
90,0.48410743474960327,P_742.png
91,0.4876444935798645,P_1_157.png
92,0.3943977355957031,P_1_124.png
93,0.49268653988838196,P_1_132.png
94,0.4500555992126465,P_1_125.png
95,0.45050206780433655,P_1_150.png
96,0.4239918887615204,P_1_115.png
97,0.5203339457511902,P_1_155.png
98,0.46247631311416626,P_1_129.png
99,0.45966964960098267,P_1_105.png
100,0.45523375272750854,P_1_133.png
101,0.4426898658275604,P_1_139.png
102,0.4469953179359436,P_1_158.png
103,0.48802778124809265,P_1_140.png
104,0.4347289502620697,P_1_160.png
105,0.4065459072589874,P_1_145.png
106,0.41778719425201416,P_1_135.png
107,0.4980161488056183,P_1_63.png
108,0.47381287813186646,P_1_96.png
109,0.47507229447364807,P_1_93.png
110,0.46064847707748413,P_1_147.png
111,0.4469398260116577,P_198.png
112,0.4273080825805664,P_177.png
113,0.48035430908203125,P_196.png
114,0.46735817193984985,P_146.png
115,0.43679511547088623,P_135.png
116,0.47080913186073303,P_191.png
117,0.46449732780456543,P_182.png
118,0.5189870595932007,P_210.png
119,0.4486995041370392,P_214.png
120,0.506644606590271,P_209.png
121,0.5525320768356323,P_204.png
122,0.46684277057647705,P_238.png
123,0.5178268551826477,P_212.png
124,0.4413808286190033,P_222.png
125,0.4605102241039276,P_221.png
126,0.42651239037513733,P_230.png
127,0.4536232650279999,P_225.png
128,0.5193559527397156,P_243.png
129,0.5000569820404053,P_244.png
130,0.5403664112091064,P_229.png
131,0.49607062339782715,P_205.png
132,0.5244274735450745,P_207.png
133,0.48747941851615906,P_208.png
134,0.46317413449287415,P_220.png
135,0.5128676891326904,P_213.png
136,0.45865684747695923,P_216.png
137,0.4803706407546997,P_199.png
138,0.47793182730674744,P_188.png
139,0.5055264234542847,P_161.png
140,0.48554176092147827,P_201.png
141,0.5010439157485962,P_170.png
142,0.5305691361427307,P_310.png
143,0.3954031765460968,P_319.png
144,0.4669570028781891,P_321.png
145,0.5568732023239136,P_309.png
146,0.4204871654510498,P_327.png
147,0.5268150568008423,P_335.png
148,0.46791359782218933,P_311.png
149,0.4155695140361786,P_361.png
150,0.3846377730369568,P_351.png
151,0.49995869398117065,P_315.png
152,0.5013542771339417,P_375.png
153,0.5108864903450012,P_366.png
154,0.5254620909690857,P_340.png
155,0.40205082297325134,P_333.png
156,0.5050483345985413,P_356.png
157,0.5456043481826782,P_349.png
158,0.467952162027359,P_316.png
159,0.43330442905426025,P_325.png
160,0.48536601662635803,P_332.png
161,0.5404242873191833,P_360.png
162,0.41248854994773865,P_341.png
163,0.45986732840538025,P_368.png
164,0.5215348601341248,P_326.png
165,0.45927584171295166,P_378.png
166,0.5087780952453613,P_314.png
167,0.4934168756008148,P_330.png
168,0.5717408657073975,P_331.png
169,0.557885468006134,P_323.png
170,0.4084855318069458,P_334.png
171,0.5262355804443359,P_305.png
172,0.5458623766899109,P_304.png
173,0.46411430835723877,P_289.png
174,0.5232930183410645,P_328.png
175,0.4899318218231201,P_457.png
176,0.4546891450881958,P_442.png
177,0.4795166254043579,P_465.png
178,0.5022701621055603,P_423.png
179,0.4959525465965271,P_479.png
180,0.49849510192871094,P_487.png
181,0.5031702518463135,P_450.png
182,0.45292314887046814,P_420.png
183,0.4769735336303711,P_429.png
184,0.4726056158542633,P_497.png
185,0.4992620050907135,P_448.png
186,0.4309000074863434,P_459.png
187,0.44347837567329407,P_474.png
188,0.45052775740623474,P_418.png
189,0.5030578970909119,P_483.png
190,0.4658132791519165,P_475.png
191,0.49879714846611023,P_446.png
192,0.4725957214832306,P_433.png
193,0.5142042636871338,P_490.png
194,0.5097414255142212,P_488.png
195,0.46473902463912964,P_427.png
196,0.4712010324001312,P_403.png
197,0.49945002794265747,P_412.png
198,0.44813084602355957,P_493.png
199,0.4423838257789612,P_437.png
200,0.4635668694972992,P_460.png
201,0.4277210831642151,P_472.png
202,0.4653920531272888,P_453.png
203,0.516147792339325,P_462.png
204,0.42918360233306885,P_401.png
205,0.4367615282535553,P_470.png
206,0.4532383978366852,P_408.png
207,0.48561838269233704,P_495.png
208,0.41246551275253296,P_585.png
209,0.5167480707168579,P_574.png
210,0.5362625122070312,P_568.png
211,0.49953538179397583,P_561.png
212,0.537891149520874,P_599.png
213,0.4307210147380829,P_576.png
214,0.5121549963951111,P_569.png
215,0.49036744236946106,P_559.png
216,0.4766883850097656,P_515.png
217,0.4337778687477112,P_519.png
218,0.4678967297077179,P_514.png
219,0.499202162027359,P_544.png
220,0.4952824115753174,P_518.png
221,0.4702170491218567,P_564.png
222,0.4615260064601898,P_557.png
223,0.4177826941013336,P_595.png
224,0.5372215509414673,P_562.png
225,0.483105331659317,P_525.png
226,0.4623366892337799,P_555.png
227,0.47923073172569275,P_547.png
228,0.4755423963069916,P_534.png
229,0.5316804051399231,P_541.png
230,0.4328811466693878,P_530.png
231,0.4786272644996643,P_572.png
232,0.47254109382629395,P_670.png
233,0.5309069752693176,P_654.png
234,0.49401384592056274,P_639.png
235,0.4526733160018921,P_644.png
236,0.4236568510532379,P_685.png
237,0.45261603593826294,P_646.png
238,0.4751424193382263,P_662.png
239,0.4881901144981384,P_683.png
240,0.47798705101013184,P_682.png
241,0.5148680210113525,P_648.png
242,0.5676302313804626,P_663.png
243,0.5244284868240356,P_618.png
244,0.5017834901809692,P_699.png
245,0.49278777837753296,P_693.png
246,0.4828205406665802,P_622.png
247,0.48654478788375854,P_680.png
248,0.537671685218811,P_679.png
249,0.5105531811714172,P_647.png
250,0.46994590759277344,P_643.png
251,0.5322558879852295,P_642.png
252,0.5176293849945068,P_687.png
253,0.47225844860076904,P_653.png
254,0.46642589569091797,P_626.png
255,0.5113512277603149,P_695.png
256,0.49442794919013977,P_624.png
257,0.4549289643764496,P_686.png
258,0.5368399620056152,P_664.png
259,0.45905154943466187,P_678.png
260,0.4713205397129059,P_673.png
261,0.4154454469680786,P_669.png
262,0.4674375355243683,P_675.png
263,0.4556277096271515,P_640.png
264,0.3971477150917053,P_694.png
265,0.5050231218338013,P_692.png
266,0.4941744804382324,P_807.png
267,0.5013378262519836,P_810.png
268,0.4454220235347748,P_811.png
269,0.49959203600883484,P_796.png
270,0.4892132580280304,P_795.png
271,0.48987525701522827,P_756.png
272,0.4646584391593933,P_824.png
273,0.5078648328781128,P_768.png
274,0.4861603379249573,P_814.png
275,0.5078068971633911,P_783.png
276,0.50152188539505,P_819.png
277,0.4574202001094818,P_833.png
278,0.41061943769454956,P_843.png
279,0.4816182553768158,P_828.png
280,0.45878732204437256,P_791.png
281,0.4671463072299957,P_803.png
282,0.46901267766952515,P_801.png
283,0.5531390905380249,P_825.png
284,0.47442445158958435,P_835.png
285,0.4736073911190033,P_829.png
286,0.5151262879371643,P_841.png
287,0.44334346055984497,P_832.png
288,0.4837760925292969,P_1_7.png
289,0.5037407875061035,P_1_1.png
290,0.5214129090309143,P_844.png
291,0.4421537518501282,P_1_92.png
292,0.4826846718788147,P_1_57.png
293,0.45309337973594666,P_1_56.png
294,0.4518558382987976,P_1_103.png
295,0.48554548621177673,P_1_142.png
296,0.4694371521472931,P_1_87.png
297,0.4642050564289093,P_1_101.png
298,0.4879201352596283,P_1_59.png
299,0.4256439507007599,P_1_111.png
300,0.4154752492904663,P_1_102.png
301,0.4149947762489319,P_1_154.png
302,0.5089045166969299,P_1_82.png
303,0.47353580594062805,P_1_61.png
304,0.4296569228172302,P_1_73.png
305,0.433978408575058,P_1_69.png
306,0.44795477390289307,P_1_44.png
307,0.4985373020172119,P_1_54.png
308,0.4753641188144684,P_1_51.png
309,0.47661733627319336,P_1_23.png
310,0.4722159206867218,P_1_76.png
311,0.49429649114608765,P_1_31.png
312,0.41853418946266174,P_1_55.png
313,0.4740380644798279,P_1_20.png
314,0.46293774247169495,P_1_17.png
315,0.519953191280365,P_1_37.png
316,0.43246525526046753,P_1_34.png
317,0.5711522698402405,P_1_16.png
318,0.4378604292869568,P_1_22.png
319,0.42268410325050354,P_1_25.png
320,0.48756247758865356,P_1_42.png
321,0.4717944264411926,P_1_65.png
322,0.4665811359882355,P_1_100.png
323,0.4461074471473694,P_1_107.png
324,0.4263079762458801,P_1_79.png
325,0.48271244764328003,P_1_60.png
326,0.4746064245700836,P_1_123.png
327,0.43555766344070435,P_1_134.png
328,0.5209404230117798,P_1_156.png
329,0.4342362880706787,P_1_47.png
330,0.46482688188552856,P_1_118.png
331,0.45145028829574585,P_1_53.png
332,0.45907390117645264,P_1_80.png
333,0.5308691263198853,P_1_85.png
334,0.5790704488754272,P_1_21.png
335,0.4367406964302063,P_1_163.png
336,0.43658536672592163,P_1_128.png
337,0.44373247027397156,P_1_77.png
338,0.4621680974960327,P_1_110.png
339,0.4533352553844452,P_1_126.png
340,0.4606280028820038,P_1_18.png
341,0.5162777304649353,P_1_12.png
342,0.41966432332992554,P_1_8.png
343,0.442719429731369,P_1_10.png
344,0.4534095823764801,P_1_26.png
345,0.4953409433364868,P_1_146.png
